0.028,0.025,0.015,0.011,0.010,0.009,0.009,0.009,0.009,0.007,,,,,,,,,
0.032,0.018,,,0.009,0.009,,0.008,,,0.032,0.008,0.008,0.007,0.007,,,,
0.030,0.015,,,0.012,0.010,,,,,,0.026,,0.009,,0.031,0.013,0.011,0.008
